conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,latitude,longitude,detected_country
1891525837784064128,Mon Feb 17 16:31:17 +0000 2025,28,Menteri ATR/BPN Nusron Wahid mempertanyakan orang-orang yang memilih mengikuti fenomena #KaburAjaDulu ke luar negeri. Nusron menilai jika orang-orang memilih kabur maka masalah tidak akan selesai. &lt; #KaburAjaDulu #NusronWahid https://t.co/FvSu6DlZwM,1891525837784064128,,,in,Jakarta,11,86,6,https://x.com/kompascom/status/1891525837784064128,23343960,kompascom,-6.1754049,106.827168,Indonesia
1891505920225546477,Mon Feb 17 15:12:08 +0000 2025,103,Masa untuk mencari penghidupan yang lebih baik segala dipertanyakan nasionalismenya? #KaburAjaDulu https://t.co/SEGxyFo6xz,1891505920225546477,https://pbs.twimg.com/media/Gj_6mlaboAABI9u.jpg,,in,Indonesia,18,24,24,https://x.com/Box2boxID/status/1891505920225546477,939835083745255425,Box2boxID,-2.4833826,117.8902853,Indonesia
1891492434091073538,Mon Feb 17 14:18:33 +0000 2025,252,Gaes Ditantang nih WaMen ngegas! Soal #KaburAjaDulu Wamenaker: Kabur Sajalah kalau Perlu Jangan Balik Lagi https://t.co/yS0kXgLxVn,1891492434091073538,,,in,"Jakarta, Indonesia",4,92,103,https://x.com/alvinlie21/status/1891492434091073538,30648872,alvinlie21,-6.1754049,106.827168,Indonesia
1891489193399914790,Mon Feb 17 14:05:40 +0000 2025,42,Nusron Wahid: Tren #KaburAjaDulu Tanda Warganet Kurang Cinta Tanah Air https://t.co/a4VJ7Spbzm,1891489193399914790,,,in,"Kota Surabaya, Jawa Timur",25,93,7,https://x.com/e100ss/status/1891489193399914790,848614550,e100ss,-7.2459717,112.7378266,Indonesia
1891475351752065240,Mon Feb 17 13:10:40 +0000 2025,18,lah bodoamat gasss #kaburajadulu https://t.co/IljTl5lrqs,1891475351752065240,https://pbs.twimg.com/amplify_video_thumb/1891475272358404096/img/ai2pm3ZKZsaqSyNz.jpg,,in,(•͡˘˛˘ •͡)┌П┐,0,15,0,https://x.com/suk4bebek_v2/status/1891475351752065240,1656037556700721152,suk4bebek_v2,60.91295085,46.35746679710975,Россия
1891472417760936079,Mon Feb 17 12:59:00 +0000 2025,5884,Sepertinya di timeline belum banyak yg share #KaburAjaDulu jalur academia. Berhubung kerjaanku di Jepang sebagai researcher aku mau share tips kerja di bidang academia di Jepang. Info ini berlaku untuk STEM dan non STEM tp untuk pengalaman pribadi terbatas di STEM. A,1891472417760936079,,,in,Japan,55,34,1257,https://x.com/petitestardust/status/1891472417760936079,223749265,petitestardust,36.5748441,139.2394179,日本
1891464707929993692,Mon Feb 17 12:28:22 +0000 2025,560,Sebaiknya bijaklah dan jangan takabur. Soal #KaburAjaDulu Wamenaker: Kabur Sajalah kalau Perlu Jangan Balik Lagi https://t.co/yQGjNrMqNc,1891464707929993692,,,in,Jakarta Indonesia,28,239,105,https://x.com/prastow/status/1891464707929993692,88581196,prastow,-6.1754049,106.827168,Indonesia
1891454846147895508,Mon Feb 17 11:49:11 +0000 2025,20694,Akun media di Qatar yg reliable up konten tentang living cost di Qatar. Sebagai pendukung tagar #KaburAjaDulu juga diaspora Indonesia di Qatar yg udah tinggal disini 3 tahun aku kasih POV nya ya dan realita living cost di Doha Qatar. - Sebuah utas Silahkan dibaca untuk https://t.co/VBU4iA5Z8x,1891454846147895508,https://pbs.twimg.com/media/Gj_MJyvXYAAPnpP.jpg,,in,"Doha, Qatar",228,158,3364,https://x.com/ameriken0__/status/1891454846147895508,1071236000850993152,ameriken0__,25.2856329,51.5264162,قطر
1891451542034681936,Mon Feb 17 11:36:03 +0000 2025,123,Lihatlah mereka Nirempati. Sudah tidak peduli dengan susahnya cari kerja di negeri ini. Stop bayar pajak titik. #KaburAjaDulu #IndonesiaGelap https://t.co/uZy8HrThBs,1891451542034681936,https://pbs.twimg.com/media/Gj_JFumaUAA1KdF.jpg,,in,PLUIT,4,24,50,https://x.com/KangManto123/status/1891451542034681936,947632364003368961,KangManto123,-6.1097837,106.7856638067413,Indonesia
1891448951770927255,Mon Feb 17 11:25:46 +0000 2025,50,Bukti kalau pemerintah tidak peduli dengan rakyatnya. #KaburAjaDulu #IndonesiaGelap https://t.co/JACQpHn9Rl,1891448951770927255,https://pbs.twimg.com/media/Gj_Gy1NaoAAkFfj.jpg,,in,Anywhere,1,14,19,https://x.com/eleanorr234/status/1891448951770927255,185084341,eleanorr234,-14.1601396,33.8624178,Malawi
1891446729938977213,Mon Feb 17 11:16:56 +0000 2025,580,Soal #KaburAjaDulu Wamenaker: Kabur Sajalah kalau Perlu Jangan Balik Lagi Baca di https://t.co/tZhrwwQbot https://t.co/9pIcBBLbqM,1891446729938977213,https://pbs.twimg.com/media/Gj_ExaYa0AAoYfA.jpg,,in,Jakarta,287,642,177,https://x.com/kompascom/status/1891446729938977213,23343960,kompascom,-6.1754049,106.827168,Indonesia
1891444354381717636,Mon Feb 17 11:07:30 +0000 2025,120,Kenapa Jepang? ya karana J nya itu JAWA . ayo kita invasi kejepang untuk membalaskan dendam nenek moyang #KaburAjaDulu,1891444354381717636,,,in,"Klaten, Jawa Tengah",1,116,0,https://x.com/DndySaputra/status/1891444354381717636,3152945558,DndySaputra,-7.673238749999999,110.62847849276437,Indonesia
1891441090789560646,Mon Feb 17 10:54:31 +0000 2025,75,Miris banget punya pejabat yg digaji dari pajak rakyat tapi otak kosong ga punya solusi atas keadaan yg terjadi. Makhluk seperti dia ini yg bikin males bayar pajak. #KaburAjaDulu https://t.co/8ZRmI6iEgt,1891441090789560646,https://pbs.twimg.com/media/Gj-_peObwAA0_kz.jpg,,in,earth,4,29,27,https://x.com/_memoryusang/status/1891441090789560646,1340576950381760513,_memoryusang,34.2331373,-102.4107493,United States
1891431578901094503,Mon Feb 17 10:16:44 +0000 2025,55,Melihat perkembangannya Sekarang bukan cuma anak muda yang ikutan tren #KaburAjaDulu investor pun mulai berpikir serupa jika provokasi dan gangguan terus terjadi. Proyek PIK 2 yang seharusnya jadi pusat ekonomi baru justru terus diganggu oleh provokator seperti Said Didu Cs. https://t.co/afRRrONtaa,1891431578901094503,https://pbs.twimg.com/ext_tw_video_thumb/1891431419962109952/pu/img/YapOvodGrZXrxkzZ.jpg,,in,"Metro Barat, Indonesia",2,27,29,https://x.com/BadiC_Logic/status/1891431578901094503,2931186644,BadiC_Logic,-6.120863866366903,106.82350706236781,Indonesia
1891429885048168662,Mon Feb 17 10:10:00 +0000 2025,81,Soal #KaburAjaDulu Wamenaker: Kabur Sajalah Kalau Perlu Jangan Balik Lagi! https://t.co/BWfLv21AW5,1891429885048168662,,,in,Indonesia,12,118,39,https://x.com/democrazymedia/status/1891429885048168662,1243804423001763841,democrazymedia,-2.4833826,117.8902853,Indonesia
1891425612503433348,Mon Feb 17 09:53:01 +0000 2025,1621,Udah kita hempaskn yg julid #KaburAjaDulu fokus lagi okey Hidup kmu lebih pnting Ku jelaskan lg step singkatnya klo k Jerman 1 Pilih Program 2 Les Bahasa 3 Ujian Goethe 4 Lamar prusahaan -&gt; dapet kontrak 5 Ajuin Visa 6 Selesai Kesulitan di tiap step pasti ada yg pnting usaha️,1891425612503433348,,,in,Bekasi,8,22,285,https://x.com/Imas_uni/status/1891425612503433348,161161776,Imas_uni,-6.2349858,106.9945444,Indonesia
1891407959202120148,Mon Feb 17 08:42:52 +0000 2025,129,Males bahas #KaburAjaDulu yang sok2an mau pindah juga rata2 sampah pindah sono biar ngurangin sampah disini hahaha,1891407959202120148,,,in,Dubai,4,57,13,https://x.com/kyojindee/status/1891407959202120148,823715292702384129,kyojindee,25.074282349999997,55.18853865430702,الإمارات العربية المتحدة
1891404280361349548,Mon Feb 17 08:28:15 +0000 2025,40950,Bosen di INDONESIA? Mau kabur? berikut TUTORIAL KABUR KE JEPANG ikut meramaikan #KaburAjaDulu #IndonesiaGelap https://t.co/ua2biACd6V,1891404280361349548,https://pbs.twimg.com/media/Gj-eKlhbkAAHZbO.jpg,,in,"Klaten, Jawa Tengah",361,471,5897,https://x.com/DndySaputra/status/1891404280361349548,3152945558,DndySaputra,-7.673238749999999,110.62847849276437,Indonesia
1891387150345613795,Mon Feb 17 07:20:11 +0000 2025,284,Buat Warga Bekasi yang punya kesempatan #KaburAjaDulu kabur dah buruan gua juga mau kabur enih wkw,1891387150345613795,,,in,"Bekasi, Jawa Barat",5,39,29,https://x.com/txtdrbekasi/status/1891387150345613795,1251309931493355522,txtdrbekasi,-6.2349858,106.9945444,Indonesia
1891029974758686787,Sun Feb 16 07:40:54 +0000 2025,668,Kekecewaan Itu Berujung #KaburAjaDulu Sebagian masyarakat ingin pindah ke luar negeri saking putus asanya untuk bertahan dengan situasi ekonomi politik dan hukum di Indonesia. Tapi benarkah kabur adalah solusi? Atau justru bertahan dan melawan lebih berani? Jadi baiknya https://t.co/ewcsrp1YHo,1891029974758686787,https://pbs.twimg.com/media/Gj5JvCnawAEum_5.jpg,,in,"Bali, Indonesia",14,153,133,https://x.com/TOM5helby/status/1891029974758686787,1426438140202348546,TOM5helby,-8.2271303,115.1919203,Indonesia
1891014803117768882,Sun Feb 16 06:40:37 +0000 2025,2487,HASTAG #kaburajadulu BIAR PEJABAT² ELIT DI SINI PADA MIKIR WARGANYA PADA KABUR CARI KERJA DI LUAR NEGERI Lebih baik hujan emas di negeri orang daripada hujan batu di negeri sendiri https://t.co/vVDpAWdQvn,1891014803117768882,https://pbs.twimg.com/ext_tw_video_thumb/1891014342633836544/pu/img/DUdjUhXpppbtE7Py.jpg,,in,"Indiana, USA",25,67,911,https://x.com/blackshark7890/status/1891014803117768882,1735243382023393280,blackshark7890,40.3270127,-86.1746933,United States
1890999583599169646,Sun Feb 16 05:40:08 +0000 2025,141,Ada yang bisa kasih list alasan #KaburAjaDulu karena apa saja? Gue mau bikin konten tentang itu. Alasan yang udah gue riset: 1. Gaji kecil 2. Biaya hidup di indo naik terus 3. Gaji ga naik-naik 4. Kebijakan-kebijakan pemerintah 5. Cari kerja susah Apa lagi?,1890999583599169646,,,in,"Blue Earth, MN",2,51,10,https://x.com/mudacumasekali/status/1890999583599169646,951763610233053185,mudacumasekali,44.0109722,-94.0560643,United States
1890973068299821467,Sun Feb 16 03:54:46 +0000 2025,655,Jika janji dulu membuka 10jt lapangan kerja terealisasi ditambah janji sekarang membuka 19jt lapangan kerja ditepati lalu semua proses recruitment nya fair dan ga pake syarat aneh2 kayak di LN saya rasa trend #KaburAjaDulu ga akan seramai ini.,1890973068299821467,,,in,Indonesia,2,28,159,https://x.com/Hilmi28/status/1890973068299821467,65067181,Hilmi28,-2.4833826,117.8902853,Indonesia
1890901070299193676,Sat Feb 15 23:08:41 +0000 2025,85,Parah sih ini #kaburajadulu #KaburDuluAja https://t.co/XoPNdCVLIh,1890901070299193676,https://pbs.twimg.com/ext_tw_video_thumb/1890712325663195136/pu/img/Ahqyx79vNklcXC-M.jpg,,in,"Sukabumi, Indonesia",4,25,21,https://x.com/putr1432/status/1890901070299193676,1691307345807282176,putr1432,-6.9199289,106.9265095,Indonesia
1890839795875614776,Sat Feb 15 19:05:12 +0000 2025,365,Paten Luhut Binsar Panjaitan yg first class di smash sama Para Pahlawan Devisa Indonesia yg engga butuh Class pada Kewarganegaraan. #KaburAjaDulu @__LOVE_AG4EVER @bangpoerslalu @Adiprayitno_20 @Aryprasetyo85 @berlianidris @Dennysiregar7 https://t.co/8hcWVi5UnB,1890839795875614776,https://pbs.twimg.com/ext_tw_video_thumb/1890839754067038208/pu/img/QvCAQJJhWj3dZEp6.jpg,,in,KPK,10,60,151,https://x.com/bumnbersatu/status/1890839795875614776,191951600,bumnbersatu,-37.69584185,145.01169572477392,Australia
1890801247722021003,Sat Feb 15 16:32:01 +0000 2025,733,Ketika Presiden sesat pikir... ______ Pak SBY Prabowo Coklat Merino Wasit Jepang Artist of the year Malming Hidup Jokowi #THEMOMENTUMinJAKARTA_D1 #KaburAjaDulu https://t.co/Vc2A23J8XT,1890801247722021003,https://pbs.twimg.com/ext_tw_video_thumb/1890801200100163584/pu/img/yC5Bi4bz-ZtK74ap.jpg,,in,Negara Indonesia,13,42,292,https://x.com/bangpoerslalu/status/1890801247722021003,1415835367,bangpoerslalu,-8.3585536,114.6218756,Indonesia
1890752284205666672,Sat Feb 15 13:17:27 +0000 2025,889,Hukum #KaburAjaDulu ke negeri non muslim ? https://t.co/O7XYk48DL7,1890752284205666672,https://pbs.twimg.com/ext_tw_video_thumb/1890751926427648000/pu/img/JDDISmxDay9Wprb8.jpg,,in,Indonesia,1735,886,218,https://x.com/fotodakwah/status/1890752284205666672,105428309,fotodakwah,-2.4833826,117.8902853,Indonesia
1890707197086110141,Sat Feb 15 10:18:18 +0000 2025,745,#KaburAjaDulu Ternyata pindah ke luar negeri engga seburuk yang dipikirkan A threads&gt;&gt; https://t.co/KRkxWuKE43,1890707197086110141,https://pbs.twimg.com/amplify_video_thumb/1890706903631802368/img/BefQF69VolSkg5de.jpg,,in,"DKI Jakarta, Indonesia",1,211,124,https://x.com/dailyanakkost/status/1890707197086110141,2515437157,dailyanakkost,-6.1754049,106.827168,Indonesia
1890707068924965049,Sat Feb 15 10:17:47 +0000 2025,672,Cek akun dgn hastag #KaburAjaDulu ini ternyata diramaikan oleh akun orang orang Islam. Anehnya sebagian besar mereka yang bilang (kabur aja dulu) lebih milih negara kafir. Gak ada yang minat kabur ke Bangladesh Somalia negara penghasil hafalan al Quran &amp; negara Islam lainnya.,1890707068924965049,,,in,Indonesia,41,144,112,https://x.com/ProfOnline_id/status/1890707068924965049,1965092424,ProfOnline_id,-2.4833826,117.8902853,Indonesia
1890706872757338460,Sat Feb 15 10:17:00 +0000 2025,440,Pengen banget #KaburAjaDulu tapi Usia udah 30+.. HIV+ pula ,1890706872757338460,,,in,022,2,53,8,https://x.com/Kang_February/status/1890706872757338460,1121086413255012355,Kang_February,60.4404921,22.2852788,Suomi / Finland
1890687859952087174,Sat Feb 15 09:01:27 +0000 2025,993,Semoga ga lama lagi tercapai untuk semua yg pengen #KaburAjaDulu. Ga usah denger diaspora negatif terutama yg ga ada kontribusi dalam hidupmu. Kita semua berhak untuk yg lebih baik. Selalu ingat ini: This year prioritise people who make you feel like sunshine. ,1890687859952087174,,,in,"Tromsø, Norway",12,28,322,https://x.com/rykarlsen/status/1890687859952087174,165094284,rykarlsen,69.6516345,18.9558585,Norge
1890685294606741981,Sat Feb 15 08:51:16 +0000 2025,140,TERNAK MULYONO Sedang Memperingati HUT Ke 17 Lalu Gimana Dong ! Ada Yg Tau Gak Sih Cara Memisahkan Mereka ? Guwethiiing Aku Mereka Semakin Lengket Aja .... Mending #KaburAjaDulu Ke Negara Lain Dari Pada Stroke Berat https://t.co/LpCv7ezUxN,1890685294606741981,https://pbs.twimg.com/ext_tw_video_thumb/1890685158690586625/pu/img/nKvfmACHCpX8gIXu.jpg,,in,"DKI Jakarta, Indonesia",3,24,36,https://x.com/RomeoWalker19/status/1890685294606741981,1520394867750301696,RomeoWalker19,-6.1754049,106.827168,Indonesia
1890675803362677125,Sat Feb 15 08:13:33 +0000 2025,633,Ramainya tagar #KaburAjaDulu merupakan bentuk kegelisahan anak bangsa yg merasa negeri ini sedang tidak baik2 saja. Kita harus hargai pilihan mereka walau bagi saya...berjuang di negeri sendiri (dgn selalu kritis terhadap setiap kebijakan yg tidak pro rakyat) adalah pilihan,1890675803362677125,,,in,Indonesia,0,31,161,https://x.com/Hilmi28/status/1890675803362677125,65067181,Hilmi28,-2.4833826,117.8902853,Indonesia
1890500987552510248,Fri Feb 14 20:38:53 +0000 2025,24,jangan tanya nasionalis ku bung #KaburAjaDulu bukan gertakan... ini gugatan untuk kelen yang menyengsarakan insan-insan cendekiawan... kibarkan panji-panji perjuangan naikan #benderahitam bendera perubahan... #IndonesiaGelap kawan https://t.co/6e8Di2NUTx,1890500987552510248,https://pbs.twimg.com/amplify_video_thumb/1889826082972639232/img/sBnmMwlt1v1SBmh3.jpg,,in,(•͡˘˛˘ •͡)┌П┐,0,18,3,https://x.com/suk4bebek_v2/status/1890500987552510248,1656037556700721152,suk4bebek_v2,60.91295085,46.35746679710975,Россия
1890437774639051217,Fri Feb 14 16:27:42 +0000 2025,358,Apakah ada yang mau baca kalo gw tulis blog tentang #KaburAjaDulu dari sudut pandang dan menurut pengalaman gw sebagai imigran cinta yang sejak September 1995 tinggal di Belanda?,1890437774639051217,,,in,Nederland,4,50,45,https://x.com/yoyen/status/1890437774639051217,19961629,yoyen,52.2434979,5.6343227,Nederland
1890395218119127197,Fri Feb 14 13:38:36 +0000 2025,32,Andai aku bisa ikutan #KaburAjaDulu milih ke mana y? Ke hatimu ajah. ,1890395218119127197,,,in,Indonesia,0,11,1,https://x.com/RaniKancana/status/1890395218119127197,1303615921550835712,RaniKancana,-2.4833826,117.8902853,Indonesia
1890394403241377978,Fri Feb 14 13:35:22 +0000 2025,28508,Buat yang niat #KaburAjaDulu saya cuma mau bilang: Kalau niat itu betul kalian mau tunaikan camkan 1 hal aja: Baik-baik di negeri orang Sadar diri: kalian disana itu orang tumpangan tamu. Mau berapa tahun kalian hidup disana kalian selamanya akan jadi orang asing nonpri.,1890394403241377978,,,in,Bumi Manusia,352,266,4237,https://x.com/zakyarin97/status/1890394403241377978,1536157859355824128,zakyarin97,-5.6432872,122.63404201716783,Indonesia
1890394042715734416,Fri Feb 14 13:33:56 +0000 2025,16865,Dari semuanya yg belittling #Kaburajadulu yang paling kocak adalah yg diaspora lah situ aja kabur juga trus napa malah merendahkan orang yang pengen kabur? Ditegur balik netizen lah napa situ ga balik ajaC malah dijawab udah berkeluarga dll Wkwkwkwk sumpah ngakak.,1890394042715734416,,,in,Jakarta,202,203,2789,https://x.com/jsamodra/status/1890394042715734416,1727958996567347200,jsamodra,-6.1754049,106.827168,Indonesia
1890370205043331208,Fri Feb 14 11:59:12 +0000 2025,111,#KaburAjaDulu yang enak kemana lek? Yang ga banyak ormas sama ibadahnya ga susah ,1890370205043331208,,,in,Yerusalem,8,24,14,https://x.com/kresbung/status/1890370205043331208,1055863085276180480,kresbung,31.7788242,35.2257626,ישראל
1890323474377318531,Fri Feb 14 08:53:31 +0000 2025,2389,Yang mau #KaburAjaDulu jalur jadi pendukung OPM bisa daftar di sini,1890323474377318531,,,in,"Indonesia, Australia",276,337,372,https://x.com/VeronicaKoman/status/1890323474377318531,816307300616941569,VeronicaKoman,-6.1835875,106.70352862087367,Indonesia
1890273575262953916,Fri Feb 14 05:35:14 +0000 2025,2030,POV: Kamu #KaburAjaDulu ke Kolombia https://t.co/QlQUxpeuTt,1890273575262953916,https://pbs.twimg.com/ext_tw_video_thumb/1890273422762295296/pu/img/dQ739C0IvVp48DKe.jpg,,in,Indonesia,68,167,444,https://x.com/PolJokesID/status/1890273575262953916,808244774469677057,PolJokesID,-2.4833826,117.8902853,Indonesia
1890272567866585266,Fri Feb 14 05:31:14 +0000 2025,488,Pak Anies nggak #KaburAjaDulu ? Please pak biar damai negara ini. Bawa anak-anaknya yang rese itu.,1890272567866585266,,,in,"Bali, Indonesia",21,220,83,https://x.com/blisonny/status/1890272567866585266,1760157328291270657,blisonny,-8.2271303,115.1919203,Indonesia
1890261992503668820,Fri Feb 14 04:49:13 +0000 2025,75,#KaburAjaDulu bukan soal tak cinta tanah sendiri tapi apa yang harus dicintai kalau yang tersisa cuma sesak dan amarah? https://t.co/0MHYCMCVwN,1890261992503668820,https://pbs.twimg.com/ext_tw_video_thumb/1890261974824763392/pu/img/w4gg4TzTxs1azXTK.jpg,,in,Tibet,0,30,3,https://x.com/diaryesterday/status/1890261992503668820,1585664881310961665,diaryesterday,31.669202499999997,87.47322500528882,中国
1890053600581497000,Thu Feb 13 15:01:08 +0000 2025,187,Yang mau #KaburAjaDulu bisa ke Bekasi guys disini lowongan kerja banyak ,1890053600581497000,,,in,"Bekasi, Jawa Barat",9,41,14,https://x.com/txtdrbekasi/status/1890053600581497000,1251309931493355522,txtdrbekasi,-6.2349858,106.9945444,Indonesia
1890046933013823965,Thu Feb 13 14:34:38 +0000 2025,484,Harun Masiku apakah orang yg termasuk sukses buat #KaburAjaDulu ? Soalnya sukses banget keliatannya,1890046933013823965,,,in,Indonesia 🇮🇩/🇯🇵,3,31,112,https://x.com/ezash/status/1890046933013823965,105080250,ezash,-2.4833826,117.8902853,Indonesia
1890018993458881003,Thu Feb 13 12:43:37 +0000 2025,22413,Aku pas liat orang orang pada ke luar negri buat ikutan #KaburAjaDulu https://t.co/mjinw5wrWl,1890018993458881003,https://pbs.twimg.com/media/GjqyQgrbQAArQM7.jpg,,in,Angola,204,93,6742,https://x.com/Taibandeng_/status/1890018993458881003,1531114444821934080,Taibandeng_,-11.8775768,17.5691241,Angola
1890006827573944688,Thu Feb 13 11:55:16 +0000 2025,33324,Jangan takut kalo gerakan #KaburAjaDulu diomongin diomelin atau diancem sama orang2 buat masa depan kamu yg lebih baik Lah itu Pak Prabowo juga sempet kabur aja dulu kok pasca 1998 ada contohnya kan yg bisa dijadikan teladan ,1890006827573944688,,,in,Indonesia 🇮🇩/🇯🇵,308,320,8948,https://x.com/ezash/status/1890006827573944688,105080250,ezash,-2.4833826,117.8902853,Indonesia
1889992526867955964,Thu Feb 13 10:58:27 +0000 2025,1154,kalo pindah negara kalian pengen pindah kemana? #KaburAjaDulu ig/jakartakeras https://t.co/UURNCk8K6G,1889992526867955964,https://pbs.twimg.com/media/GjqaB9KbQAAKa8N.jpg,,in,"Miramar, FL",14,256,130,https://x.com/iwnnabeURBF/status/1889992526867955964,1058858393975193601,iwnnabeURBF,25.9873137,-80.2322706,United States
1889985056594362860,Thu Feb 13 10:28:46 +0000 2025,29772,#KaburAjaDulu ? Udah kabur wleee sejak 2018 aku lulus SMA ngelamar kerja ke PT astra denso omron gak ada yg nerima. Mau kuliah gak ada duit. Yaudah aku kerja ke Malaysia ketrima di pt epson KL. 4 tahun sudah. 2023 aku pulang bukan buat kerja di indo dong hehe https://t.co/qdFjQrYAtU,1889985056594362860,https://pbs.twimg.com/media/GjqTYvIbwAAE0Eg.jpg,,in,Indonesia,359,438,2127,https://x.com/zizahiro/status/1889985056594362860,2526760852,zizahiro,-2.4833826,117.8902853,Indonesia
1889973770984870142,Thu Feb 13 09:43:55 +0000 2025,236, Saya malah meragukan Jiwa Nasionalisme kalian Ucap seorang mentri yang ngibarin bendera merah putih setahun sekali itupun pakai tiang bambu sisa proyek #mentribahlil #KaburAjaDulu https://t.co/9Wd4zqmMnj,1889973770984870142,https://pbs.twimg.com/media/GjqJH1OaMAAJzBu.jpg,,in,Indonesia,0,164,9,https://x.com/index_msu/status/1889973770984870142,1444541782654533633,index_msu,-2.4833826,117.8902853,Indonesia
1889958048351068160,Thu Feb 13 08:41:27 +0000 2025,2120,Sepenglihatanku yang kebelet #KaburAjaDulu justru kebanyakan dari kelas menengah deh? Mereka yang takut kehidupannya terancam karena posisinya riskan. Kira-kira privilege &amp; akses macam apa yang mereka punya untuk bisa bantu memperbaiki negara? Nanya beneran ya ini.,1889958048351068160,,,in,"Tokyo-to, Japan",21,15,391,https://x.com/sisthaaaaa/status/1889958048351068160,61684120,sisthaaaaa,35.6768601,139.7638947,日本
1889953129963331891,Thu Feb 13 08:21:54 +0000 2025,389,Calling for Indonesian Full Stack Engineer! Kuy #KaburAjaDulu dari kerja kantoran! Client gue lagi cari Full Stack Engineer 3+ years experience with Node.js React.js or C#. DM Langsung ya! Ditunggu butuh 6 headcount!,1889953129963331891,,,in,Sapporo City Higashi Ward,3,21,103,https://x.com/Saefullloh/status/1889953129963331891,149007500,Saefullloh,43.0759028,141.3636658,日本
1889951106639470632,Thu Feb 13 08:13:52 +0000 2025,121,Kalian para founder hashtag #KaburAjaDulu sempet gak sih liat2 betapa lagi viralnya itu dibahas di sosmed2 lain DAN gimana komen2nya ,1889951106639470632,,,in,"Tokyo-to, Japan",2,14,8,https://x.com/adith_wp/status/1889951106639470632,246398684,adith_wp,35.6768601,139.7638947,日本
1889854827280453858,Thu Feb 13 01:51:17 +0000 2025,48,maaf pak saya cm rkyt kecil butuh makan d sini gaji besar pengeluaran besar tp kesejahteraan rakyatnya terjamin pak pelayanan kesehatan ny mantap pak transum nya terjangkau pak yg paling penting pak pulici nya ga pandang bulu untuk pelayanan sigap #KaburAjaDulu https://t.co/s01Gg5FoyI,1889854827280453858,https://pbs.twimg.com/amplify_video_thumb/1889854747475320836/img/TOgK-IhZwCtzc3-Q.jpg,,in,"Kaohsiung City, Taiwan",1,19,6,https://x.com/nunbitchi/status/1889854827280453858,903897426804711424,nunbitchi,22.630583,120.3438175204031,臺灣
1889845915567136877,Thu Feb 13 01:15:52 +0000 2025,8039,Jgn mau digaslight bahlil soal #KaburAjaDulu. Bekerja di LN adalah bentuk nasionalisme menyumbang devisa sangat besar bagi negara. Untuk apa di sini bertahan dlm penderitaan sementara pejabat bergelimang kemewahan. Berangkatlah berkarirlah di luar harumkan nama Indonesia. https://t.co/1c6ouTrQF3,1889845915567136877,https://pbs.twimg.com/media/GjoS8dDaIAMx81B.jpg,,in,Indonesia,117,156,2640,https://x.com/berlianidris/status/1889845915567136877,230696471,berlianidris,-2.4833826,117.8902853,Indonesia
1889835889574158449,Thu Feb 13 00:36:02 +0000 2025,806,#KaburAjaDulu lagi rame gw sengaja respon nya agak telatan. Bro / sis .. Mau dibelahan bumi manapun kamu kalo ga punya skill ga punya etos kerja baik malas upgrade diri &amp; gede gengsi SAMA AJA !,1889835889574158449,,,in,"Bali, Indonesia",18,58,105,https://x.com/Cryptorealis/status/1889835889574158449,1132916343752159232,Cryptorealis,-8.2271303,115.1919203,Indonesia
1889631445691285590,Wed Feb 12 11:03:38 +0000 2025,280,Setelah menolak offer dari Dubai karena expecting a daughter soon gue baru dapet offer resmi untuk full-time position di Indo. Gajadi #KaburAjaDulu karena family consideration guys ;) wish me luck!,1889631445691285590,,,in,Indonesia,0,29,10,https://x.com/rahadianrizkiii/status/1889631445691285590,1013343152810311680,rahadianrizkiii,-2.4833826,117.8902853,Indonesia
1889596980176760950,Wed Feb 12 08:46:41 +0000 2025,85,gen ask kalo kalian dikasih pilihan nih gaji 100jt tapi tinggal di Indo atau gaji 100jt tapi tinggal di luar atau #KaburAjaDulu? berikan alasannya juga yak hehe,1889596980176760950,,,in,"DKI Jakarta, Indonesia",11,35,5,https://x.com/maulanafikri455/status/1889596980176760950,2704151514,maulanafikri455,-6.1754049,106.827168,Indonesia
1889570774199181785,Wed Feb 12 07:02:33 +0000 2025,2773,Memahami #KaburAjaDulu itu soal mencari kehidupan yg lebih baik karena di negara ini apa apa sulit kepastian hukum gak jelas pemerintah ga becus ekonomi buruk diperes pajak gede gak dapet apa apa. Jadi gausah bacot kalau yang pergi ke luar gak nasionalisme lah negaranya aja,1889570774199181785,,,in,Indonesia,36,30,825,https://x.com/barengwarga/status/1889570774199181785,1850558971779956736,barengwarga,-2.4833826,117.8902853,Indonesia
1889556086019051921,Wed Feb 12 06:04:11 +0000 2025,2507,Di kala perbincangan #kaburajadulu ini satu hal yg menarik adalah aku kenal banyak temen yang pengen #pulangajadeh karena alasan keluarga: keluarga sakit orangtua menua dan paling common adalah... child care,1889556086019051921,,,in,Somewhere,106,44,281,https://x.com/nmonarizqa/status/1889556086019051921,22586190,nmonarizqa,51.537514900000005,-0.2029210968628264,United Kingdom
